mine_id,mine_name,date,year,month,day,daily_production,equipment_downtime_hrs,rainfall_mm,blasting_delay_days,workers_present,target_tonnes
MN08,Kandri,2017-02-14,2017,2,14,22.67,13.87,0.0,0,139,950.9
MN09,Munsar,2017-02-14,2017,2,14,26.09,4.13,0.0,0,114,684.6
MN10,Gumgaon,2017-02-14,2017,2,14,28.34,3.5,0.0,1,119,760.7
MN01,Balaghat,2017-02-15,2017,2,15,72.47,3.77,0.0,0,200,2472.3
MN02,Ukwa,2017-02-15,2017,2,15,16.58,4.53,0.0,0,86,456.4
MN03,Tirodi,2017-02-15,2017,2,15,21.53,4.06,0.0,0,102,570.5
MN04,Sitapatore,2017-02-15,2017,2,15,7.89,4.54,0.0,0,67,190.2
MN05,Chikla,2017-02-15,2017,2,15,42.87,3.98,0.0,0,163,1141.1
MN06,Dongri Buzurg,2017-02-15,2017,2,15,48.94,8.02,0.0,0,200,1521.4
MN07,Beldongri,2017-02-15,2017,2,15,9.06,5.13,0.0,0,71,228.2
MN08,Kandri,2017-02-15,2017,2,15,35.44,3.37,0.0,0,141,950.9
MN09,Munsar,2017-02-15,2017,2,15,24.25,4.89,0.0,0,113,684.6
MN10,Gumgaon,2017-02-15,2017,2,15,29.46,3.49,0.0,0,123,760.7
MN01,Balaghat,2017-02-16,2017,2,16,72.53,3.84,0.0,0,200,2472.3
MN02,Ukwa,2017-02-16,2017,2,16,18.06,4.14,0.0,1,95,456.4
MN03,Tirodi,2017-02-16,2017,2,16,20.29,4.56,0.0,0,98,570.5
MN04,Sitapatore,2017-02-16,2017,2,16,7.18,4.17,0.0,0,60,190.2
MN05,Chikla,2017-02-16,2017,2,16,42.6,4.66,0.0,0,169,1141.1
MN06,Dongri Buzurg,2017-02-16,2017,2,16,60.99,2.29,0.0,0,200,1521.4
MN07,Beldongri,2017-02-16,2017,2,16,8.26,4.63,0.0,0,62,228.2
MN08,Kandri,2017-02-16,2017,2,16,37.34,3.28,0.0,0,142,950.9
MN09,Munsar,2017-02-16,2017,2,16,26.0,4.29,0.0,0,116,684.6
MN10,Gumgaon,2017-02-16,2017,2,16,27.59,3.61,0.0,0,117,760.7
MN01,Balaghat,2017-02-17,2017,2,17,68.67,4.1,0.0,0,200,2472.3
MN02,Ukwa,2017-02-17,2017,2,17,17.42,3.67,0.0,0,90,456.4
MN03,Tirodi,2017-02-17,2017,2,17,21.84,3.56,0.0,0,104,570.5
MN04,Sitapatore,2017-02-17,2017,2,17,6.58,5.36,0.0,0,60,190.2
MN05,Chikla,2017-02-17,2017,2,17,42.66,4.27,0.0,0,164,1141.1
MN06,Dongri Buzurg,2017-02-17,2017,2,17,59.12,2.34,0.0,0,200,1521.4
MN07,Beldongri,2017-02-17,2017,2,17,9.13,4.43,0.0,0,67,228.2
MN08,Kandri,2017-02-17,2017,2,17,36.11,3.78,0.0,0,150,950.9
MN09,Munsar,2017-02-17,2017,2,17,26.79,4.34,0.0,1,117,684.6
MN10,Gumgaon,2017-02-17,2017,2,17,29.87,3.94,0.0,0,125,760.7
MN01,Balaghat,2017-02-18,2017,2,18,73.19,2.65,0.0,0,200,2472.3
MN02,Ukwa,2017-02-18,2017,2,18,17.73,4.71,0.0,0,93,456.4
MN03,Tirodi,2017-02-18,2017,2,18,21.7,4.4,0.0,0,101,570.5
MN04,Sitapatore,2017-02-18,2017,2,18,7.15,4.64,0.0,0,63,190.2
MN05,Chikla,2017-02-18,2017,2,18,40.91,5.0,0.0,0,165,1141.1
MN06,Dongri Buzurg,2017-02-18,2017,2,18,56.68,3.98,0.0,0,200,1521.4
MN07,Beldongri,2017-02-18,2017,2,18,8.63,5.63,0.0,0,68,228.2
MN08,Kandri,2017-02-18,2017,2,18,36.99,2.92,0.0,0,140,950.9
MN09,Munsar,2017-02-18,2017,2,18,27.05,4.89,0.0,0,125,684.6
MN10,Gumgaon,2017-02-18,2017,2,18,29.25,4.26,0.0,0,125,760.7
MN01,Balaghat,2017-02-19,2017,2,19,71.18,3.3,0.0,0,200,2472.3
MN02,Ukwa,2017-02-19,2017,2,19,15.3,4.66,0.0,0,83,456.4
MN03,Tirodi,2017-02-19,2017,2,19,21.89,5.47,0.0,0,110,570.5
MN04,Sitapatore,2017-02-19,2017,2,19,6.37,4.55,0.0,0,56,190.2
MN05,Chikla,2017-02-19,2017,2,19,37.5,5.24,0.0,0,156,1141.1
MN06,Dongri Buzurg,2017-02-19,2017,2,19,56.51,3.34,0.0,0,200,1521.4
MN07,Beldongri,2017-02-19,2017,2,19,7.15,4.94,0.0,0,57,228.2
MN08,Kandri,2017-02-19,2017,2,19,34.88,4.61,0.0,1,144,950.9
MN09,Munsar,2017-02-19,2017,2,19,24.82,4.02,0.0,0,113,684.6
MN10,Gumgaon,2017-02-19,2017,2,19,26.59,4.05,0.0,0,116,760.7
MN01,Balaghat,2017-02-20,2017,2,20,71.92,3.36,0.0,0,200,2472.3
MN02,Ukwa,2017-02-20,2017,2,20,16.71,5.4,0.0,0,91,456.4
MN03,Tirodi,2017-02-20,2017,2,20,22.97,4.49,0.0,0,107,570.5
MN04,Sitapatore,2017-02-20,2017,2,20,6.56,4.48,0.0,0,57,190.2
MN05,Chikla,2017-02-20,2017,2,20,45.81,3.97,0.0,1,169,1141.1
MN06,Dongri Buzurg,2017-02-20,2017,2,20,57.59,3.35,0.0,0,200,1521.4
MN07,Beldongri,2017-02-20,2017,2,20,7.89,5.01,0.0,0,63,228.2
MN08,Kandri,2017-02-20,2017,2,20,35.75,4.11,0.0,0,141,950.9
MN09,Munsar,2017-02-20,2017,2,20,23.07,6.01,0.0,0,110,684.6
MN10,Gumgaon,2017-02-20,2017,2,20,30.44,3.54,0.0,0,124,760.7
MN01,Balaghat,2017-02-21,2017,2,21,74.76,3.15,0.0,0,200,2472.3
MN02,Ukwa,2017-02-21,2017,2,21,16.6,4.61,0.0,0,89,456.4
MN03,Tirodi,2017-02-21,2017,2,21,21.31,4.9,0.0,0,104,570.5
MN04,Sitapatore,2017-02-21,2017,2,21,7.34,3.93,0.0,0,64,190.2
MN05,Chikla,2017-02-21,2017,2,21,40.19,5.27,0.0,0,165,1141.1
MN06,Dongri Buzurg,2017-02-21,2017,2,21,58.23,3.24,0.0,0,200,1521.4
MN07,Beldongri,2017-02-21,2017,2,21,7.51,5.71,0.0,0,61,228.2
MN08,Kandri,2017-02-21,2017,2,21,33.95,4.88,0.0,0,139,950.9
MN09,Munsar,2017-02-21,2017,2,21,26.13,5.09,0.0,0,120,684.6
MN10,Gumgaon,2017-02-21,2017,2,21,28.82,3.8,0.0,0,123,760.7
MN01,Balaghat,2017-02-22,2017,2,22,71.16,3.07,0.0,0,200,2472.3
MN02,Ukwa,2017-02-22,2017,2,22,18.17,4.31,0.0,0,96,456.4
MN03,Tirodi,2017-02-22,2017,2,22,20.5,4.05,0.0,0,97,570.5
MN04,Sitapatore,2017-02-22,2017,2,22,7.89,4.02,0.0,0,68,190.2
MN05,Chikla,2017-02-22,2017,2,22,43.03,4.66,0.0,0,168,1141.1
MN06,Dongri Buzurg,2017-02-22,2017,2,22,56.11,3.59,0.0,0,200,1521.4
MN07,Beldongri,2017-02-22,2017,2,22,9.07,3.76,0.0,0,68,228.2
MN08,Kandri,2017-02-22,2017,2,22,37.69,3.79,0.0,0,148,950.9
MN09,Munsar,2017-02-22,2017,2,22,25.53,4.21,0.0,0,115,684.6
MN10,Gumgaon,2017-02-22,2017,2,22,27.15,4.69,0.0,0,119,760.7
MN01,Balaghat,2017-02-23,2017,2,23,73.86,2.42,0.0,0,200,2472.3
MN02,Ukwa,2017-02-23,2017,2,23,14.56,5.84,0.0,0,83,456.4
MN03,Tirodi,2017-02-23,2017,2,23,20.2,5.04,0.0,0,98,570.5
MN04,Sitapatore,2017-02-23,2017,2,23,7.15,3.15,0.0,0,57,190.2
MN05,Chikla,2017-02-23,2017,2,23,44.23,4.1,0.0,0,162,1141.1
MN06,Dongri Buzurg,2017-02-23,2017,2,23,56.86,3.66,0.0,0,200,1521.4
MN07,Beldongri,2017-02-23,2017,2,23,7.76,4.28,0.0,0,57,228.2
MN08,Kandri,2017-02-23,2017,2,23,36.71,3.91,0.0,0,141,950.9
MN09,Munsar,2017-02-23,2017,2,23,24.22,6.06,0.0,0,115,684.6
MN10,Gumgaon,2017-02-23,2017,2,23,27.7,3.56,0.0,0,117,760.7
MN01,Balaghat,2017-02-24,2017,2,24,73.92,3.02,0.0,0,200,2472.3
MN02,Ukwa,2017-02-24,2017,2,24,16.78,5.24,0.0,0,91,456.4
MN03,Tirodi,2017-02-24,2017,2,24,20.96,3.85,0.0,0,95,570.5
MN04,Sitapatore,2017-02-24,2017,2,24,6.58,5.11,0.0,0,58,190.2
MN05,Chikla,2017-02-24,2017,2,24,42.18,4.83,0.0,0,165,1141.1
MN06,Dongri Buzurg,2017-02-24,2017,2,24,54.93,4.49,0.0,0,200,1521.4
MN07,Beldongri,2017-02-24,2017,2,24,9.05,4.94,0.0,0,71,228.2
MN08,Kandri,2017-02-24,2017,2,24,36.39,3.94,0.0,0,146,950.9
MN09,Munsar,2017-02-24,2017,2,24,27.59,4.67,0.0,0,122,684.6
MN10,Gumgaon,2017-02-24,2017,2,24,30.22,5.1,0.0,0,131,760.7
MN01,Balaghat,2017-02-25,2017,2,25,68.99,3.71,0.0,0,200,2472.3
MN02,Ukwa,2017-02-25,2017,2,25,16.35,4.56,0.0,0,87,456.4
MN03,Tirodi,2017-02-25,2017,2,25,21.46,4.65,0.0,0,101,570.5
MN04,Sitapatore,2017-02-25,2017,2,25,6.87,4.98,0.0,0,61,190.2
MN05,Chikla,2017-02-25,2017,2,25,42.34,4.26,0.0,0,167,1141.1
MN06,Dongri Buzurg,2017-02-25,2017,2,25,58.05,2.77,0.0,0,199,1521.4
MN07,Beldongri,2017-02-25,2017,2,25,5.51,14.09,0.0,0,64,228.2
MN08,Kandri,2017-02-25,2017,2,25,36.99,3.55,0.0,0,145,950.9
MN09,Munsar,2017-02-25,2017,2,25,26.21,4.6,0.0,0,116,684.6
MN10,Gumgaon,2017-02-25,2017,2,25,29.82,3.45,0.0,0,123,760.7
MN01,Balaghat,2017-02-26,2017,2,26,71.82,3.57,0.0,0,200,2472.3
MN02,Ukwa,2017-02-26,2017,2,26,16.76,4.6,0.0,0,90,456.4
MN03,Tirodi,2017-02-26,2017,2,26,20.51,4.85,0.0,0,99,570.5
MN04,Sitapatore,2017-02-26,2017,2,26,6.7,4.11,0.0,0,56,190.2
MN05,Chikla,2017-02-26,2017,2,26,42.6,5.51,0.0,0,172,1141.1
MN06,Dongri Buzurg,2017-02-26,2017,2,26,57.09,4.14,0.0,0,199,1521.4
MN07,Beldongri,2017-02-26,2017,2,26,8.18,5.02,0.0,0,65,228.2
MN08,Kandri,2017-02-26,2017,2,26,35.08,4.52,0.0,0,147,950.9
MN09,Munsar,2017-02-26,2017,2,26,26.34,4.01,0.0,0,118,684.6
MN10,Gumgaon,2017-02-26,2017,2,26,29.39,3.46,0.0,0,124,760.7
MN01,Balaghat,2017-02-27,2017,2,27,71.08,3.39,0.0,0,200,2472.3
MN02,Ukwa,2017-02-27,2017,2,27,15.85,8.43,0.0,0,94,456.4
MN03,Tirodi,2017-02-27,2017,2,27,21.72,4.46,0.0,0,102,570.5
MN04,Sitapatore,2017-02-27,2017,2,27,7.37,6.05,0.0,0,65,190.2
MN05,Chikla,2017-02-27,2017,2,27,44.62,4.55,0.0,0,169,1141.1
MN06,Dongri Buzurg,2017-02-27,2017,2,27,56.07,4.31,0.0,0,200,1521.4
MN07,Beldongri,2017-02-27,2017,2,27,8.58,5.57,0.0,0,70,228.2
MN08,Kandri,2017-02-27,2017,2,27,34.45,3.51,0.0,0,139,950.9
MN09,Munsar,2017-02-27,2017,2,27,26.85,4.71,0.0,0,118,684.6
MN10,Gumgaon,2017-02-27,2017,2,27,27.15,3.58,0.0,0,115,760.7
MN01,Balaghat,2017-02-28,2017,2,28,70.51,4.23,0.0,0,200,2472.3
MN02,Ukwa,2017-02-28,2017,2,28,18.62,4.97,0.0,0,99,456.4
MN03,Tirodi,2017-02-28,2017,2,28,21.29,5.69,0.0,0,103,570.5
MN04,Sitapatore,2017-02-28,2017,2,28,7.19,4.82,0.0,1,62,190.2
MN05,Chikla,2017-02-28,2017,2,28,43.02,4.98,0.0,0,171,1141.1
MN06,Dongri Buzurg,2017-02-28,2017,2,28,59.41,3.01,0.0,0,200,1521.4
MN07,Beldongri,2017-02-28,2017,2,28,7.29,3.81,0.0,0,55,228.2
MN08,Kandri,2017-02-28,2017,2,28,35.79,4.48,0.0,0,145,950.9
MN09,Munsar,2017-02-28,2017,2,28,24.42,4.78,0.0,0,111,684.6
MN10,Gumgaon,2017-02-28,2017,2,28,28.24,4.15,0.0,0,122,760.7
MN01,Balaghat,2017-03-01,2017,3,1,63.89,4.19,0.0,0,200,2472.3
MN02,Ukwa,2017-03-01,2017,3,1,16.73,4.89,0.0,0,96,456.4
MN03,Tirodi,2017-03-01,2017,3,1,19.02,5.19,0.0,0,104,570.5
MN04,Sitapatore,2017-03-01,2017,3,1,6.05,5.3,0.0,0,59,190.2
MN05,Chikla,2017-03-01,2017,3,1,38.14,4.65,0.0,0,167,1141.1
MN06,Dongri Buzurg,2017-03-01,2017,3,1,51.33,3.43,0.0,1,200,1521.4
MN07,Beldongri,2017-03-01,2017,3,1,7.83,5.88,0.0,0,71,228.2
MN08,Kandri,2017-03-01,2017,3,1,30.93,5.01,0.0,0,146,950.9
MN09,Munsar,2017-03-01,2017,3,1,23.45,4.86,0.0,0,121,684.6
MN10,Gumgaon,2017-03-01,2017,3,1,26.9,2.93,0.0,0,121,760.7
MN01,Balaghat,2017-03-02,2017,3,2,63.79,3.49,0.0,0,200,2472.3
MN02,Ukwa,2017-03-02,2017,3,2,16.0,4.88,0.0,0,94,456.4
MN03,Tirodi,2017-03-02,2017,3,2,19.5,4.13,0.0,0,103,570.5
MN04,Sitapatore,2017-03-02,2017,3,2,5.4,5.13,0.0,0,52,190.2
MN05,Chikla,2017-03-02,2017,3,2,38.23,4.58,0.0,0,164,1141.1
MN06,Dongri Buzurg,2017-03-02,2017,3,2,54.16,2.46,0.0,0,200,1521.4
MN07,Beldongri,2017-03-02,2017,3,2,8.43,4.38,0.0,0,70,228.2
MN08,Kandri,2017-03-02,2017,3,2,31.49,5.36,0.0,0,147,950.9
MN09,Munsar,2017-03-02,2017,3,2,23.95,4.15,0.0,0,119,684.6
MN10,Gumgaon,2017-03-02,2017,3,2,24.84,4.97,0.0,0,120,760.7
MN01,Balaghat,2017-03-03,2017,3,3,63.77,3.63,0.0,0,200,2472.3
MN02,Ukwa,2017-03-03,2017,3,3,13.94,6.03,0.0,0,85,456.4
MN03,Tirodi,2017-03-03,2017,3,3,19.0,4.03,0.0,0,101,570.5
MN04,Sitapatore,2017-03-03,2017,3,3,6.42,3.97,0.0,0,60,190.2
MN05,Chikla,2017-03-03,2017,3,3,39.16,4.59,0.0,0,168,1141.1
MN06,Dongri Buzurg,2017-03-03,2017,3,3,53.21,3.02,0.0,1,200,1521.4
MN07,Beldongri,2017-03-03,2017,3,3,7.23,4.42,0.0,0,61,228.2
MN08,Kandri,2017-03-03,2017,3,3,31.35,5.73,0.0,0,148,950.9
MN09,Munsar,2017-03-03,2017,3,3,17.6,10.66,0.0,0,111,684.6
MN10,Gumgaon,2017-03-03,2017,3,3,28.22,2.57,0.0,1,128,760.7
MN01,Balaghat,2017-03-04,2017,3,4,65.08,3.52,0.0,0,200,2472.3
MN02,Ukwa,2017-03-04,2017,3,4,14.62,5.48,0.0,0,88,456.4
MN03,Tirodi,2017-03-04,2017,3,4,18.26,3.57,0.0,0,92,570.5
MN04,Sitapatore,2017-03-04,2017,3,4,6.65,3.88,0.0,0,62,190.2
MN05,Chikla,2017-03-04,2017,3,4,38.45,4.77,0.0,0,166,1141.1
MN06,Dongri Buzurg,2017-03-04,2017,3,4,51.86,3.07,0.0,0,200,1521.4
MN07,Beldongri,2017-03-04,2017,3,4,8.09,4.59,0.0,0,69,228.2
MN08,Kandri,2017-03-04,2017,3,4,31.26,5.64,0.0,0,144,950.9
MN09,Munsar,2017-03-04,2017,3,4,22.2,4.46,0.0,0,111,684.6
MN10,Gumgaon,2017-03-04,2017,3,4,25.2,3.8,0.0,0,119,760.7
MN01,Balaghat,2017-03-05,2017,3,5,65.48,3.66,0.0,0,200,2472.3
MN02,Ukwa,2017-03-05,2017,3,5,15.13,4.22,0.0,0,89,456.4
MN03,Tirodi,2017-03-05,2017,3,5,18.95,4.06,0.0,0,100,570.5
MN04,Sitapatore,2017-03-05,2017,3,5,5.87,5.29,0.0,0,60,190.2
MN05,Chikla,2017-03-05,2017,3,5,36.69,4.77,0.0,0,160,1141.1
MN06,Dongri Buzurg,2017-03-05,2017,3,5,50.14,3.91,0.0,0,200,1521.4
MN07,Beldongri,2017-03-05,2017,3,5,7.32,4.67,0.0,0,63,228.2
MN08,Kandri,2017-03-05,2017,3,5,31.06,4.7,0.0,0,140,950.9
MN09,Munsar,2017-03-05,2017,3,5,22.76,4.81,0.0,0,116,684.6
MN10,Gumgaon,2017-03-05,2017,3,5,26.53,2.85,0.0,0,121,760.7
MN01,Balaghat,2017-03-06,2017,3,6,64.99,3.58,0.0,0,200,2472.3
MN02,Ukwa,2017-03-06,2017,3,6,15.97,4.09,0.0,0,91,456.4
MN03,Tirodi,2017-03-06,2017,3,6,18.13,6.09,0.0,0,103,570.5
MN04,Sitapatore,2017-03-06,2017,3,6,5.73,5.06,0.0,0,56,190.2
MN05,Chikla,2017-03-06,2017,3,6,37.65,4.91,0.0,0,167,1141.1
MN06,Dongri Buzurg,2017-03-06,2017,3,6,50.24,3.15,0.0,0,200,1521.4
MN07,Beldongri,2017-03-06,2017,3,6,7.19,5.35,0.0,0,63,228.2
MN08,Kandri,2017-03-06,2017,3,6,33.56,4.49,0.0,0,150,950.9
MN09,Munsar,2017-03-06,2017,3,6,22.79,5.05,0.0,0,117,684.6
MN10,Gumgaon,2017-03-06,2017,3,6,26.14,3.12,0.0,0,119,760.7
MN01,Balaghat,2017-03-07,2017,3,7,68.66,2.19,0.0,0,200,2472.3
MN02,Ukwa,2017-03-07,2017,3,7,14.61,5.63,0.3,0,88,456.4
MN03,Tirodi,2017-03-07,2017,3,7,19.72,5.04,0.1,0,106,570.5
MN04,Sitapatore,2017-03-07,2017,3,7,6.13,4.46,0.1,0,58,190.2
MN05,Chikla,2017-03-07,2017,3,7,35.96,5.92,0.2,1,162,1141.1
MN06,Dongri Buzurg,2017-03-07,2017,3,7,51.81,3.78,0.2,0,200,1521.4
MN07,Beldongri,2017-03-07,2017,3,7,7.69,5.43,0.4,0,68,228.2
MN08,Kandri,2017-03-07,2017,3,7,32.73,3.8,0.2,0,143,950.9
MN09,Munsar,2017-03-07,2017,3,7,20.99,4.5,0.3,0,111,684.6
MN10,Gumgaon,2017-03-07,2017,3,7,24.58,3.35,0.2,0,115,760.7
MN01,Balaghat,2017-03-08,2017,3,8,67.01,2.75,0.1,0,200,2472.3
MN02,Ukwa,2017-03-08,2017,3,8,14.85,4.22,2.0,0,87,456.4
MN03,Tirodi,2017-03-08,2017,3,8,18.8,4.83,1.8,0,101,570.5
MN04,Sitapatore,2017-03-08,2017,3,8,5.61,9.83,1.8,0,65,190.2
MN05,Chikla,2017-03-08,2017,3,8,38.11,5.0,12.7,0,170,1141.1
MN06,Dongri Buzurg,2017-03-08,2017,3,8,48.49,3.86,12.7,0,200,1521.4
MN07,Beldongri,2017-03-08,2017,3,8,6.79,5.51,6.8,0,61,228.2
MN08,Kandri,2017-03-08,2017,3,8,31.36,4.11,2.9,0,144,950.9
MN09,Munsar,2017-03-08,2017,3,8,21.64,5.19,15.4,1,117,684.6
MN10,Gumgaon,2017-03-08,2017,3,8,27.19,3.37,3.9,0,126,760.7
MN01,Balaghat,2017-03-09,2017,3,9,64.55,3.02,0.0,1,200,2472.3
MN02,Ukwa,2017-03-09,2017,3,9,16.05,3.39,0.1,0,90,456.4
MN03,Tirodi,2017-03-09,2017,3,9,18.94,4.67,0.0,0,102,570.5
MN04,Sitapatore,2017-03-09,2017,3,9,6.05,4.32,0.0,0,59,190.2
MN05,Chikla,2017-03-09,2017,3,9,37.59,4.9,0.0,0,161,1141.1
MN06,Dongri Buzurg,2017-03-09,2017,3,9,47.97,5.63,0.0,0,200,1521.4
MN07,Beldongri,2017-03-09,2017,3,9,8.48,4.79,0.0,0,73,228.2
MN08,Kandri,2017-03-09,2017,3,9,30.92,5.05,0.0,0,144,950.9
MN09,Munsar,2017-03-09,2017,3,9,25.24,4.22,0.0,0,123,684.6
MN10,Gumgaon,2017-03-09,2017,3,9,27.34,3.63,0.0,0,128,760.7
MN01,Balaghat,2017-03-10,2017,3,10,65.77,3.28,0.0,0,200,2472.3
MN02,Ukwa,2017-03-10,2017,3,10,15.69,4.2,0.0,0,92,456.4
MN03,Tirodi,2017-03-10,2017,3,10,17.81,4.15,0.0,0,94,570.5
MN04,Sitapatore,2017-03-10,2017,3,10,6.67,4.98,0.0,0,64,190.2
MN05,Chikla,2017-03-10,2017,3,10,37.62,4.33,0.0,0,162,1141.1
MN06,Dongri Buzurg,2017-03-10,2017,3,10,51.31,3.22,0.0,0,200,1521.4
MN07,Beldongri,2017-03-10,2017,3,10,6.96,5.48,0.0,0,62,228.2
MN08,Kandri,2017-03-10,2017,3,10,30.81,5.69,0.0,0,146,950.9
MN09,Munsar,2017-03-10,2017,3,10,25.42,4.13,0.0,0,123,684.6
MN10,Gumgaon,2017-03-10,2017,3,10,27.87,4.16,0.0,0,133,760.7
MN01,Balaghat,2017-03-11,2017,3,11,65.75,2.36,0.0,0,200,2472.3
MN02,Ukwa,2017-03-11,2017,3,11,15.23,4.12,0.0,0,90,456.4
MN03,Tirodi,2017-03-11,2017,3,11,20.34,3.96,0.0,0,106,570.5
MN04,Sitapatore,2017-03-11,2017,3,11,5.0,13.99,0.0,0,61,190.2
MN05,Chikla,2017-03-11,2017,3,11,37.97,4.73,0.0,0,163,1141.1
MN06,Dongri Buzurg,2017-03-11,2017,3,11,51.55,3.03,0.0,0,200,1521.4
MN07,Beldongri,2017-03-11,2017,3,11,7.22,4.43,0.0,0,63,228.2
MN08,Kandri,2017-03-11,2017,3,11,32.68,4.21,0.0,0,145,950.9
MN09,Munsar,2017-03-11,2017,3,11,22.24,4.83,0.0,0,118,684.6
MN10,Gumgaon,2017-03-11,2017,3,11,26.58,3.59,0.0,0,124,760.7
MN01,Balaghat,2017-03-12,2017,3,12,65.11,4.17,0.0,0,200,2472.3
MN02,Ukwa,2017-03-12,2017,3,12,15.9,3.64,0.0,0,90,456.4
MN03,Tirodi,2017-03-12,2017,3,12,19.28,5.37,0.0,0,105,570.5
MN04,Sitapatore,2017-03-12,2017,3,12,6.14,5.37,0.0,0,60,190.2
MN05,Chikla,2017-03-12,2017,3,12,30.35,10.59,0.0,0,166,1141.1
MN06,Dongri Buzurg,2017-03-12,2017,3,12,52.65,3.56,0.0,0,200,1521.4
MN07,Beldongri,2017-03-12,2017,3,12,7.65,4.89,0.0,0,68,228.2
MN08,Kandri,2017-03-12,2017,3,12,29.72,5.38,0.0,0,143,950.9
MN09,Munsar,2017-03-12,2017,3,12,23.5,3.46,0.0,0,112,684.6
MN10,Gumgaon,2017-03-12,2017,3,12,26.99,3.24,0.0,0,125,760.7
MN01,Balaghat,2017-03-13,2017,3,13,63.77,3.6,0.0,0,200,2472.3
MN02,Ukwa,2017-03-13,2017,3,13,14.91,4.73,0.0,0,85,456.4
MN03,Tirodi,2017-03-13,2017,3,13,18.05,4.7,0.0,0,96,570.5
MN04,Sitapatore,2017-03-13,2017,3,13,6.69,3.71,0.0,0,62,190.2
MN05,Chikla,2017-03-13,2017,3,13,36.68,4.43,0.0,0,159,1141.1
MN06,Dongri Buzurg,2017-03-13,2017,3,13,52.91,3.55,0.0,0,200,1521.4
MN07,Beldongri,2017-03-13,2017,3,13,7.58,4.16,0.0,0,63,228.2
MN08,Kandri,2017-03-13,2017,3,13,29.04,5.44,0.0,0,137,950.9
MN09,Munsar,2017-03-13,2017,3,13,24.79,4.47,0.0,0,121,684.6
MN10,Gumgaon,2017-03-13,2017,3,13,26.65,3.01,0.0,0,122,760.7
MN01,Balaghat,2017-03-14,2017,3,14,61.68,4.52,0.0,0,200,2472.3
MN02,Ukwa,2017-03-14,2017,3,14,14.07,4.96,0.0,0,86,456.4
MN03,Tirodi,2017-03-14,2017,3,14,20.33,4.79,0.0,0,107,570.5
MN04,Sitapatore,2017-03-14,2017,3,14,6.16,4.61,0.0,0,60,190.2
MN05,Chikla,2017-03-14,2017,3,14,26.17,12.59,0.0,0,156,1141.1
MN06,Dongri Buzurg,2017-03-14,2017,3,14,51.95,3.28,0.0,0,200,1521.4
MN07,Beldongri,2017-03-14,2017,3,14,8.09,3.99,0.0,0,67,228.2
MN08,Kandri,2017-03-14,2017,3,14,31.89,4.57,0.0,0,141,950.9
MN09,Munsar,2017-03-14,2017,3,14,22.42,3.78,0.0,0,109,684.6
MN10,Gumgaon,2017-03-14,2017,3,14,25.73,4.06,0.0,0,122,760.7
MN01,Balaghat,2017-03-15,2017,3,15,66.29,2.94,0.0,0,200,2472.3
MN02,Ukwa,2017-03-15,2017,3,15,15.78,5.21,0.0,0,95,456.4
MN03,Tirodi,2017-03-15,2017,3,15,20.46,4.19,0.0,0,107,570.5
MN04,Sitapatore,2017-03-15,2017,3,15,6.69,4.92,0.0,0,65,190.2
MN05,Chikla,2017-03-15,2017,3,15,39.07,3.89,0.0,0,164,1141.1
MN06,Dongri Buzurg,2017-03-15,2017,3,15,52.04,3.4,0.0,0,200,1521.4
MN07,Beldongri,2017-03-15,2017,3,15,7.9,4.38,0.0,0,66,228.2
MN08,Kandri,2017-03-15,2017,3,15,32.58,4.92,0.0,0,147,950.9
MN09,Munsar,2017-03-15,2017,3,15,22.47,3.94,0.0,0,110,684.6
MN10,Gumgaon,2017-03-15,2017,3,15,25.7,4.39,0.0,0,122,760.7
MN01,Balaghat,2017-03-16,2017,3,16,64.05,3.33,0.0,0,200,2472.3
MN02,Ukwa,2017-03-16,2017,3,16,16.46,4.65,0.0,0,93,456.4
MN03,Tirodi,2017-03-16,2017,3,16,20.76,3.82,0.0,1,106,570.5
MN04,Sitapatore,2017-03-16,2017,3,16,5.13,4.87,0.0,0,51,190.2
MN05,Chikla,2017-03-16,2017,3,16,37.26,5.39,0.0,0,166,1141.1
MN06,Dongri Buzurg,2017-03-16,2017,3,16,52.12,3.22,0.0,0,200,1521.4
MN07,Beldongri,2017-03-16,2017,3,16,7.08,4.33,0.0,0,60,228.2
MN08,Kandri,2017-03-16,2017,3,16,32.64,4.62,0.0,0,145,950.9
MN09,Munsar,2017-03-16,2017,3,16,23.46,4.5,0.0,0,120,684.6
MN10,Gumgaon,2017-03-16,2017,3,16,26.64,2.95,0.0,0,122,760.7
MN01,Balaghat,2017-03-17,2017,3,17,64.3,3.58,0.0,0,200,2472.3
MN02,Ukwa,2017-03-17,2017,3,17,15.27,5.39,0.0,0,88,456.4
MN03,Tirodi,2017-03-17,2017,3,17,19.06,4.65,0.0,0,104,570.5
MN04,Sitapatore,2017-03-17,2017,3,17,5.48,4.15,0.0,0,53,190.2
MN05,Chikla,2017-03-17,2017,3,17,37.35,4.06,0.0,0,161,1141.1
MN06,Dongri Buzurg,2017-03-17,2017,3,17,50.07,5.24,0.0,0,200,1521.4
MN07,Beldongri,2017-03-17,2017,3,17,7.71,4.43,0.0,0,64,228.2
MN08,Kandri,2017-03-17,2017,3,17,30.79,5.07,0.0,0,140,950.9
MN09,Munsar,2017-03-17,2017,3,17,24.03,3.69,0.0,0,118,684.6
